   3.6146318e+02   1.0000000e+00
   3.6148210e+02   0.0000000e+00
   3.6150102e+02   2.0000000e+00
   3.6151994e+02   1.0000000e+00
   3.6153886e+02   1.0000000e+00
   3.6155778e+02   1.0000000e+00
   3.6157670e+02   1.0000000e+00
   3.6159562e+02   0.0000000e+00
   3.6161454e+02   1.3000000e+01
   3.6163346e+02   0.0000000e+00
   3.6165238e+02   0.0000000e+00
   3.6167130e+02   0.0000000e+00
   3.6169022e+02   1.0000000e+00
   3.6170914e+02   0.0000000e+00
   3.6172806e+02   1.0000000e+00
   3.6174698e+02   0.0000000e+00
   3.6176590e+02   0.0000000e+00
   3.6178482e+02   0.0000000e+00
   3.6180374e+02   1.3000000e+01
   3.6182266e+02   1.0000000e+00
   3.6184158e+02   0.0000000e+00
   3.6186050e+02   1.0000000e+00
   3.6187942e+02   1.0000000e+00
   3.6189834e+02   0.0000000e+00
   3.6191726e+02   8.0000000e+00
   3.6193618e+02   1.0000000e+00
   3.6195510e+02   4.0000000e+00
   3.6197402e+02   1.0000000e+00
   3.6199294e+02   0.0000000e+00
   3.6201186e+02   2.0000000e+00
   3.6203078e+02   2.0000000e+00
   3.6204970e+02   0.0000000e+00
   3.6206862e+02   1.0000000e+00
   3.6208754e+02   0.0000000e+00
   3.6210646e+02   1.0000000e+00
   3.6212538e+02   0.0000000e+00
   3.6214430e+02   0.0000000e+00
   3.6216322e+02   0.0000000e+00
   3.6218214e+02   1.0000000e+00
   3.6220106e+02   0.0000000e+00
   3.6221998e+02   1.0000000e+00
   3.6223890e+02   1.0000000e+00
   3.6225782e+02   3.0000000e+00
   3.6227674e+02   0.0000000e+00
   3.6229566e+02   1.0000000e+00
   3.6231458e+02   2.0000000e+00
   3.6233350e+02   0.0000000e+00
   3.6235242e+02   0.0000000e+00
   3.6237134e+02   2.0000000e+00
   3.6239026e+02   6.0000000e+00
   3.6240918e+02   0.0000000e+00
   3.6242810e+02   0.0000000e+00
   3.6244702e+02   1.2000000e+01
   3.6246594e+02   8.0000000e+00
   3.6248486e+02   0.0000000e+00
   3.6250378e+02   0.0000000e+00
   3.6252270e+02   2.0000000e+00
   3.6254162e+02   0.0000000e+00
   3.6256054e+02   3.0000000e+00
   3.6257946e+02   1.0000000e+00
   3.6259838e+02   0.0000000e+00
   3.6261730e+02   1.6000000e+01
   3.6263622e+02   0.0000000e+00
   3.6265514e+02   1.0000000e+00
   3.6267406e+02   3.0000000e+00
   3.6269298e+02   0.0000000e+00
   3.6271190e+02   0.0000000e+00
   3.6273082e+02   0.0000000e+00
   3.6274974e+02   0.0000000e+00
   3.6276866e+02   1.0000000e+00
   3.6278758e+02   0.0000000e+00
   3.6280650e+02   1.0000000e+01
   3.6282542e+02   4.0000000e+00
   3.6284434e+02   2.0000000e+00
   3.6286326e+02   0.0000000e+00
   3.6288218e+02   4.0000000e+00
   3.6290110e+02   0.0000000e+00
   3.6292002e+02   1.0000000e+00
   3.6293894e+02   2.0000000e+00
   3.6295786e+02   1.0000000e+00
   3.6297678e+02   0.0000000e+00
   3.6299570e+02   1.0000000e+00
   3.6301462e+02   1.0000000e+00
   3.6303354e+02   0.0000000e+00
   3.6305246e+02   0.0000000e+00
   3.6307138e+02   3.0000000e+00
   3.6309030e+02   0.0000000e+00
   3.6310922e+02   1.0000000e+00
   3.6312814e+02   0.0000000e+00
   3.6314706e+02   2.0000000e+00
   3.6316598e+02   0.0000000e+00
   3.6318490e+02   0.0000000e+00
   3.6320382e+02   1.0000000e+00
   3.6322274e+02   2.0000000e+00
   3.6324166e+02   0.0000000e+00
   3.6326058e+02   1.0000000e+00
   3.6327950e+02   0.0000000e+00
   3.6329842e+02   0.0000000e+00
   3.6331734e+02   7.0000000e+00
   3.6333626e+02   4.0000000e+00
   3.6335518e+02   0.0000000e+00
   3.6337410e+02   0.0000000e+00
   3.6339302e+02   1.0000000e+00
   3.6341194e+02   5.0000000e+00
   3.6343086e+02   0.0000000e+00
   3.6344978e+02   0.0000000e+00
   3.6346870e+02   0.0000000e+00
   3.6348762e+02   5.0000000e+00
   3.6350654e+02   6.0000000e+00
   3.6352546e+02   6.0000000e+00
   3.6354438e+02   1.0000000e+00
   3.6356330e+02   0.0000000e+00
   3.6358222e+02   1.0000000e+00
   3.6360114e+02   3.0000000e+00
   3.6362006e+02   2.0000000e+00
